Name,Surname,Age,Gender,Daily Hours in Game,Game,Rating,Country
Leonard,Flores,20,Male,3.7,Need for Speed: Underground 2,3,Slovenia
Alfred,Hill,13,Male,3.0,EA Sports UFC 5,5,Italy
Milo,Evans,14,Male,3.6,FIFA 18,3,Estonia
Valentin,Allen,13,Male,3.0,PGA Tour Pro,5,Russia
Emma,Robinson,17,Female,3.7,The Godfather II,4,Slovakia
Maximilian,Edwards,15,Male,3.0,The Hound of Shadow,3,China
Lucas,Miller,18,Male,3.5,FIFA Football 2004,4,Russia
Lily,Johnson,15,Female,4.0,The Sims FreePlay,4,Russia
Thomas,Martinez,16,Male,3.9,NCAA Football 2005,2,Sweden
Lacey,Diaz,16,Female,3.2,The Beatles: Rock Band,2,United States
Simon,Ramos,19,Male,3.8,FIFA 99,3,China
Nicolas,Rogers,14,Male,3.7,Need for Speed: Shift,4,United States
Jonathan,Phillips,14,Male,4.0,Alternate Reality: The City,3,Sweden
Tim,Lopez,15,Male,3.2,Madden NFL 23,3,Turkmenistan
Lukas,Hernandez,14,Male,3.8,Populous: The Final Frontier,5,Croatia
Mattias,Cruz,14,Male,4.0,FIFA 12,4,Portugal
Fabio,Sanchez,16,Male,3.3,Rory McIlroy PGA Tour,3,United States
Cora,King,13,Female,3.7,NHL 97,3,Finland
Natalie,Howard,16,Female,3.7,Reckless Racing,4,China
Timo,Green,19,Male,3.8,Syndicate,3,Slovenia
Erik,Davis,14,Male,3.8,Starflight,2,United States
Malte,Reed,16,Male,3.1,Madden NFL 08,2,Andorra
Anya,King,15,Female,3.5,Ty the Tasmanian Tiger,4,Slovenia
Ariel,Jackson,16,Female,4.0,Bejeweled Blitz,4,China
Grace,Lopez,18,Female,3.2,F1 Championship Season 2000,3,Russia
Fabian,Lee,16,Male,4.0,Skyfox,4,China
Grace,Bailey,20,Female,3.9,Tiger Woods PGA Tour 2000,3,Serbia
Julius,Ramirez,14,Male,3.6,Risk: Factions,3,China
Levin,Cook,15,Male,3.0,FIFA Football 2005,3,China
Liam,Cooper,17,Male,3.3,2006 FIFA World Cup,3,China
Rafael,White,18,Male,3.0,American McGee's Alice,3,Norway
Adrian,Parker,15,Male,4.0,Theme Park,2,United States
Ethan,Cruz,14,Male,3.8,NHL 24,3,Netherlands
David,Rivera,16,Male,3.3,PGA Tour Golf,4,Moldova
Valentin,White,19,Male,3.2,F1 24,3,Slovenia
Daniel,Clark,13,Male,3.3,The Sims 2,4,Latvia
Lilly,Gutierrez,13,Female,4.0,Harry Potter and the Half-Blood Prince,4,Spain
Paul,Parker,18,Male,3.3,007: From Russia with Love,3,Iceland
Samuel,Howard,18,Male,3.8,SSX 3,4,Hungary
Ariel,Anderson,31,Female,3.4,The Lord of the Rings: The Two Towers,1,Russia
Adelaide,Perez,18,Female,4.0,Adventure Construction Set,4,Netherlands
Dylan,Turner,49,Male,3.2,The Sims Mobile,1,United Kingdom
Fabian,Allen,16,Male,3.9,NHL 15,3,Poland
Julius,Martinez,17,Male,3.0,Burnout Legends,3,Denmark
Mia,Baker,14,Female,3.4,Nox,4,Estonia
Gustav,Kelly,17,Male,3.0,Mass Effect Infiltrator,3,Germany
Emilio,Morgan,16,Male,4.0,Dead Space,4,Portugal
Alex,Reed,14,Male,3.4,Madden NFL 16,3,China
Gabriella,Brown,18,Female,3.0,Deluxe Music Construction Set,3,Slovenia
Marvin,White,18,Male,4.0,The Immortal,4,Slovakia
Fabio,Edwards,17,Male,4.0,The Sims Expansion Collection: Volume Three,4,Finland
Philipp,Evans,11,Male,3.7,The Lord of the Rings: The Return of the King,4,Switzerland
Benjamin,Wright,18,Male,3.8,FIFA 13,3,Serbia
Karl,Miller,16,Male,3.5,Madden NFL 21,3,Netherlands
Louis,Stewart,18,Male,3.0,Burnout 3: Takedown,4,Spain
Tobias,Morales,18,Male,3.2,Bill Walsh College Football,2,China
Amelie,Martinez,16,Female,4.0,Super Boulder Dash,4,Switzerland
Fabian,Hall,16,Male,3.0,Ultima Collection,4,North Macedonia
Nicolas,Flores,14,Male,3.9,Triple Play 2001,3,San Marino
Georgia,Jones,14,Female,3.4,Madden NFL 17,4,Russia
Molly,Allen,16,Female,4.0,Need for Speed: Shift,3,Slovenia
Richard,Morris,14,Male,3.8,FIFA 07,4,Poland
Simon,White,15,Male,3.9,NHL 98,4,Russia
Jannis,Rogers,17,Male,3.3,Comanche 4,4,Russia
Sebastian,Phillips,12,Male,3.2,Madden NFL 07,4,Moldova
Dominik,Lewis,14,Male,3.3,Tiger Woods PGA Tour 12,4,Romania
Jasper,Turner,17,Male,3.5,Madden NFL '94,4,Austria
Sebastian,Allen,16,Male,3.5,Mirror's Edge,3,Germany
Nathan,Flores,14,Male,3.6,Hi-Octane,3,Uzbekistan
Jonas,Torres,16,Male,3.0,Dragon Age: Origins,3,Ireland
David,Phillips,13,Male,4.0,NHL 2004,3,Cyprus
Fabian,Lee,15,Male,3.0,FIFA 21,3,Croatia
Leopold,Robinson,15,Male,3.7,FIFA 09,3,Czech Republic
Louis,Green,15,Male,3.2,The Sims Expansion Collection: Volume One,4,Russia
Milo,Hill,15,Male,3.6,Nerf N-Strike Elite,4,Belgium
Luna,Reed,15,Female,3.0,NCAA Football 06,4,Sweden
Freya,Stewart,14,Female,3.0,RISK,4,San Marino
Milo,Scott,16,Male,3.4,FIFA 22,1,United Kingdom
Enzo,Wright,15,Male,4.0,Madden NFL 08,3,Norway
Noah,Garcia,14,Male,4.0,FIFA 16,5,Czech Republic
Philipp,Morris,15,Male,4.0,NBA Live 97,4,China
Sadie,Torres,15,Female,3.7,Burnout Legends,2,Kazakhstan
Grace,Evans,11,Female,3.4,Dead Space,4,Russia
Jannik,Cruz,15,Male,3.8,FIFA 09,4,United States
Noah,Phillips,18,Male,4.0,SSX on Tour,4,China
Juliana,Hill,14,Female,3.5,The Sims 4: Spa Day,3,Ireland
Jasper,Hall,16,Male,3.7,Monopoly Streets,4,Greece
Sarah,Harris,20,Female,3.3,Genewars,5,Kazakhstan
Anna,Lopez,17,Female,3.1,Rampart,4,Czech Republic
Elias,Martin,19,Male,4.0,NCAA Football 98,3,San Marino
Elise,Hall,18,Female,3.2,Majestic,1,Portugal
Elias,Morgan,52,Male,3.4,Earth Orbit Stations,3,North Macedonia
Hugo,Howard,13,Male,3.8,Battlefield 1942: The Road to Rome,3,Moldova
Ethan,Kelly,16,Male,3.0,Bill Walsh College Football,3,Russia
Stefan,Evans,12,Male,3.5,Powermonger,2,Vatican City
Alexander,Reed,13,Male,3.9,The Sims 4: Dine Out,3,Canada
Alfred,Campbell,15,Male,3.6,Shogun: Total War[a],3,Estonia
Alexander,Martinez,12,Male,3.3,Arcticfox,3,Germany
Alex,Torres,18,Male,3.2,The Immortal,4,Lithuania
Tobias,Baker,15,Male,4.0,FIFA 08,4,Latvia
Maximilian,Carter,16,Male,3.2,Triple Play 97,3,Ireland
Emilio,Allen,17,Male,3.3,FIFA Football 2003,4,Uzbekistan
Tommy,Adams,16,Male,3.3,Harry Potter and the Order of the Phoenix,4,Russia
Jakob,Martinez,15,Male,3.3,The Godfather: The Game,5,Kyrgyzstan
Fabian,Howard,11,Male,3.5,007: Everything or Nothing,4,China
David,Turner,18,Male,3.9,Madden NFL 18,4,Austria
Daniel,Taylor,32,Male,3.9,The Sims: Livin' Large,4,Russia
Tom,Ramos,15,Male,4.0,SimMania 2,1,Kyrgyzstan
Vincent,Johnson,17,Male,3.4,Bloodwings: Pumpkinhead's Revenge,2,United States
Gabriel,Ramos,17,Male,3.0,Tiger Woods PGA Tour 07,2,Russia
Florian,Harris,17,Male,4.0,FIFA 15,3,Netherlands
Luca,Martinez,64,Male,3.6,One on One: Dr. J vs. Larry Bird,3,Moldova
Vincent,Clark,36,Male,3.0,Medal of Honor: European Assault,4,Spain
Alfred,Turner,17,Male,3.2,Madden NFL 22,3,Portugal
Dylan,Collins,16,Male,3.8,NASCAR 98,5,Netherlands
Jannis,Morris,16,Male,3.0,Skyfox II: The Cygnus Conflict,3,Russia
Michael,Allen,15,Male,3.4,Archon: The Light and the Dark,3,Monaco
Evelyn,Harris,37,Female,3.3,Knockout Kings 2000,4,Slovenia
Georgia,Diaz,15,Female,3.6,Need for Speed: Shift,4,United States
Elias,Evans,16,Male,3.6,Skate or Die!,3,Greece
Stefan,Morgan,17,Male,3.6,Tiger Woods PGA Tour 2002,5,Canada
Nicolas,Young,15,Male,3.7,Super Baseball 2020,4,Switzerland
Sebastian,Stewart,13,Male,3.1,Plants vs. Zombies: Garden Warfare 2,4,China
Severin,Carter,18,Male,3.0,The Sims 4,3,Turkmenistan
Robin,Cruz,53,Male,3.0,Harry Potter and the Prisoner of Azkaban,3,Germany
Sebastian,Edwards,16,Male,3.8,The Sims 3: Seasons,3,Latvia
Tobias,Diaz,16,Male,3.0,Arena Football: Road to Glory,4,Belarus
Liam,Green,16,Male,3.4,Madden NFL 08,3,Turkey
Henry,King,39,Male,4.0,Rocket Arena,5,Netherlands
Bastian,White,13,Male,4.0,Skate or Die!,2,Portugal
Richard,Sanchez,16,Male,3.4,Madden NFL 23,3,Luxembourg
Hannes,Young,16,Male,3.4,FIFA 13,1,Russia
Stefan,Cook,15,Male,3.4,The Sims 3,4,Kazakhstan
Avery,Clark,16,Female,3.5,The Sims: Expansion Three-Pack Volume 1,4,Russia
Matilda,Baker,18,Female,3.3,The Sims Bustin' Out,1,Kazakhstan
Paul,Cook,15,Male,3.0,Budokan: The Martial Spirit,4,Turkey
Noah,Parker,19,Male,3.0,Theme Hospital,4,Croatia
Hannes,Murphy,16,Male,3.2,Crysis,3,Iceland
Maximilian,Nelson,14,Male,3.8,Pandemonium!,2,United States
Mario,Lewis,37,Male,3.2,FIFA 06,3,Kazakhstan
Julian,Williams,14,Male,3.5,Command & Conquer: Red Alert 2,3,Russia
Emanuel,Harris,14,Male,3.1,Mirror's Edge,4,Turkey
Dylan,Ramirez,17,Male,3.3,FIFA 14,4,Ukraine
Rosie,Edwards,17,Female,3.1,Plants vs. Zombies: Garden Warfare,4,Austria
Timo,Murphy,16,Male,3.3,The Sims 4: Spa Day,4,Kazakhstan
Anya,Howard,32,Female,4.0,FIFA 64,3,Ireland
Lily,Adams,12,Female,3.1,Need for Speed: Carbon,4,Monaco
Molly,Jackson,17,Female,3.2,FIFA Soccer Manager,3,Turkey
Anton,Miller,17,Male,3.8,Left 4 Dead[o],4,Poland
Marius,Torres,15,Male,3.5,Need for Speed: Most Wanted,3,Canada
Vincent,Taylor,53,Male,3.7,Harley's Humongous Adventure[k],4,Portugal
Christian,Young,16,Male,3.9,Jane's Combat Simulations: U.S. Navy Fighters '97,4,Russia
Erik,Turner,18,Male,3.9,Need for Speed Carbon: Own the City,3,United States
Hannah,Thomas,15,Male,3.8,Plants vs. Zombies: Battle for Neighborville,4,Bulgaria
Alexander,Scott,18,Male,3.3,Need for Speed: Undercover,3,Croatia
Emil,Harris,18,Male,4.0,SimCity: BuildIt,4,United States
Sebastian,Ramirez,21,Male,4.0,NHL 19,4,China
Fabio,Bailey,16,Male,3.3,FIFA 17,4,Russia
Benjamin,Evans,16,Male,4.0,Island Xtreme Stunts,4,Norway
Daniela,Johnson,16,Female,3.7,Need for Speed: Most Wanted,4,China
Liam,Miller,17,Male,3.8,Clive Barker's Undying,3,Kazakhstan
Lucas,Allen,16,Male,4.0,Jane's Combat Simulations: U.S. Navy Fighters '97,2,San Marino
Milo,Lopez,15,Male,3.3,NFL Head Coach 09,1,China
Christian,Martin,16,Male,3.3,John Madden Football,4,United States
Aria,Clark,12,Female,3.9,Galahad,4,Malta
Paul,Collins,16,Male,3.8,Madden NFL '94,1,Russia
Christian,Phillips,13,Male,3.3,Tiger Woods PGA Tour 2004,1,China
Louis,Lewis,17,Male,3.0,The Sims 4: Island Living,1,Kyrgyzstan
Leon,Mitchell,16,Male,4.0,Skyfox II: The Cygnus Conflict,4,Luxembourg
Louis,Baker,14,Male,3.3,Ty the Tasmanian Tiger,4,Russia
Aaron,Clark,18,Male,3.0,FIFA 14,3,Tajikistan
Nikolai,Gomez,16,Male,3.8,Namco Museum 50th Anniversary[m],3,Italy
Philipp,Scott,15,Male,4.0,Star Wars: The Old Republic,5,Russia
Sebastian,Bailey,14,Male,3.0,The Saboteur,4,Switzerland
Josephine,Lee,16,Female,3.3,Crysis 2,4,Netherlands
Maximilian,Reyes,13,Male,3.4,The Sims 3: Pets,2,Liechtenstein
Gabriel,Kelly,15,Male,3.0,Darklight Conflict,3,United States
Luca,Allen,14,Male,3.1,NBA Live 99,3,China
David,Baker,14,Male,4.0,FIFA Football 2003,3,Liechtenstein
Marvin,Reyes,16,Male,3.1,Sid Meier's Gettysburg!,4,China
Stefan,Mitchell,18,Male,3.8,Road Rash (1991),3,Czech Republic
Amelia,Stewart,15,Female,4.0,Titanfall,1,Finland
Fabian,Cook,15,Male,3.5,The Sims: House Party,2,United States
Kai,Allen,14,Male,3.0,The Simpsons: Road Rage,4,China
Bruno,Rogers,12,Male,3.5,NASCAR Thunder 2003,2,United States
Maximilian,Davis,16,Male,3.2,Shank 2,2,Belarus
Aaron,Diaz,15,Male,3.7,Modem Wars,4,Bulgaria
Louis,Rivera,13,Male,3.1,The Immortal,4,United States
Timo,Hall,16,Male,3.0,John Madden Football,3,Montenegro
Paul,Davis,15,Male,3.7,The Sims 3: Ambitions,1,Estonia
Luna,Jackson,15,Female,3.1,The Sims 2: Pets,3,Turkey
Maximilian,Mitchell,43,Male,3.0,FIFA 11,4,Romania
Lukas,Diaz,46,Male,3.8,Jane's Combat Simulations: WWII Fighters,1,Kazakhstan
Gabriel,Sanchez,16,Male,3.1,The Sims 4: Werewolves,4,Poland
Philipp,Gomez,16,Male,3.6,Bejeweled Classic HD,2,China
Niamh,White,20,Female,3.9,The Sims 2: Bon Voyage,4,United States
Vanessa,Anderson,17,Female,3.6,Vixen,4,Switzerland
Gabriel,Brown,13,Male,3.6,The Sims 4: Cottage Living,5,Germany
Jade,Sanchez,16,Female,3.3,Need for Speed: ProStreet,4,Slovakia
Leon,Morgan,13,Male,3.6,FIFA Street 2,1,Latvia
Sarah,Rodriguez,16,Female,4.0,Harry Potter and the Chamber of Secrets,3,Latvia
Alexander,Sanchez,17,Male,3.8,Need for Speed: Underground 2,3,San Marino
Bella,Young,14,Female,3.5,FIFA 14,3,Monaco
Hugo,White,16,Male,3.5,Zany Golf,3,Romania
Benedikt,Smith,16,Male,3.1,The Magic Candle III,3,Kyrgyzstan
Dominik,Gonzalez,18,Male,4.0,Dragon Age: Origins,3,China
Aria,Sanchez,14,Female,3.8,Surviving High School,3,Russia
Amelie,Carter,15,Female,3.2,Yogify,4,Switzerland
Olivia,Wright,12,Female,3.9,The Sims 4: For Rent,3,Norway
Emily,Green,16,Female,3.3,Madden NFL 19,4,United States
Matilda,Scott,62,Female,3.5,F-22 Interceptor,5,Russia
Eden,Morales,17,Female,3.8,UEFA Champions League 2004–2005,4,Liechtenstein
Peter,Williams,16,Male,3.0,Tetris,3,Spain
Kevin,Morales,15,Male,3.0,Medal of Honor: Airborne,3,Finland
Mattias,Morgan,15,Male,4.0,Need for Speed: Undercover,4,Russia
Jonas,Campbell,17,Male,3.0,Earl Weaver Baseball,4,China
Oscar,Gonzalez,18,Male,3.4,Spore Creatures,3,Ireland
Julien,Baker,16,Male,3.4,Hasbro Family Game Night 4: The Game Show,3,Norway
Gabriel,Young,16,Male,3.0,NHL 2001,1,China
Bruno,Wright,17,Male,4.0,The Sims 4: Get Famous,3,China
Josephine,Cruz,17,Female,3.1,FIFA Soccer 96,3,Montenegro
Dominik,Reyes,15,Male,4.0,FIFA 12,3,Serbia
Delilah,Rivera,16,Female,4.0,The Lord of the Rings: The Return of the King,5,Hungary
Florian,Thomas,21,Male,3.8,NHL 2003,3,Netherlands
Fabian,Anderson,15,Male,3.0,Dante's Inferno,3,Serbia
Fabian,Rivera,16,Male,4.0,Madden NFL 97,3,Russia
Emilio,Lee,16,Male,4.0,NFL Head Coach,3,United States
Richard,Stewart,17,Male,3.5,Powermonger: World War 1 Edition,4,Hungary
Florian,Gutierrez,46,Male,4.0,EA Sports PGA Tour,3,Luxembourg
Leopold,Kelly,15,Male,3.3,The Sims 4: Werewolves,4,Russia
Jonas,Gonzalez,17,Male,3.0,Need for Speed: Hot Pursuit,4,Russia
Valentin,Gonzalez,17,Male,3.4,Medal of Honor: Heroes,2,Uzbekistan
Dominik,Martinez,16,Male,3.3,FIFA Street 2,3,United States
Harriet,Parker,14,Female,3.0,Harry Potter and the Order of the Phoenix,4,China
Florian,Adams,54,Male,3.6,World Tour Golf,4,Sweden
Emanuel,Taylor,18,Male,3.5,The Sims 4: Horse Ranch,3,Russia
Rafael,Gonzalez,18,Male,3.6,Shaq Fu,3,Sweden
Tobias,Murphy,44,Male,3.4,Hasbro Family Game Night 2,3,Russia
Dominik,Perez,13,Male,3.5,Cricket 2005,4,Ukraine
Luca,Jones,13,Male,4.0,Need for Speed: Shift,4,Latvia
Luca,Wright,12,Male,3.5,Ghosthunter[i],4,Kazakhstan
Jasmine,Lewis,18,Female,3.0,Harry Potter and the Order of the Phoenix,4,Belarus
Nico,Morales,19,Male,3.9,Triple Play Baseball,4,Latvia
Philipp,Mitchell,16,Male,3.5,F1 Career Challenge,4,Luxembourg
Sophie,Reyes,16,Female,3.6,Battlefield V,4,San Marino
Emma,Nguyen,11,Female,3.8,Battlefield 1,4,China
Samuel,Brown,17,Male,4.0,Magic Carpet,5,United States
Lars,Anderson,53,Male,4.0,Need for Speed Collector's Series,3,North Macedonia
Filip,Rodriguez,19,Male,3.3,Rock Band,3,United States
Benedikt,Lopez,17,Male,3.7,NHL 06,3,Russia
Hazel,Perez,17,Female,3.0,NBA Live Mobile,3,Switzerland
Robin,Young,59,Male,3.0,NHL 2005,2,Slovenia
Noah,Nelson,18,Male,3.1,FIFA Football 2005,5,Uzbekistan
Filip,Lee,47,Male,3.8,NBA Live 96,3,Austria
Anna,Jackson,16,Female,3.4,Spore Origins,4,Russia
Karl,Walker,12,Male,3.0,MySims SkyHeroes,3,Greece
Amber,Martin,12,Female,3.8,GoldenEye: Rogue Agent,5,China
Andreas,Allen,20,Male,3.3,Theme Hospital,4,Canada
Penelope,Perez,20,Female,3.9,Need for Speed: Underground 2,4,Malta
Oscar,Thomas,14,Male,3.6,Dead Space,2,Montenegro
Fritz,Baker,18,Male,3.5,Triple Play 2000,3,Finland
Alexander,Cooper,16,Male,3.2,Untitled Black Panther game,1,Slovenia
Louis,Torres,19,Male,3.8,Madden NFL 16,4,China
Karl,Murphy,15,Male,4.0,Skyfox,4,Russia
Julian,Hernandez,17,Male,3.7,Battlefield 2142 Deluxe Edition,4,Serbia
Kevin,Anderson,17,Male,3.0,Super Mega Baseball 4,1,Russia
Lara,Jones,19,Female,3.4,FIFA 19,3,Ukraine
Enzo,Ortiz,15,Male,3.0,Left 4 Dead[o],3,Slovenia
Simon,Perez,18,Male,3.5,John Madden Football,3,Monaco
Zara,Cooper,15,Female,3.7,Risky Woods,4,Albania
Karl,Evans,17,Male,4.0,Green Day: Rock Band,4,Turkmenistan
Nicolas,Baker,41,Male,3.1,UEFA Champions League 2004–2005,3,Russia
Vincent,Rivera,15,Male,4.0,Micro Machines,3,Spain
Benjamin,Nguyen,13,Male,3.6,Skate,3,China
Alexander,Campbell,17,Male,4.0,Need for Speed III: Hot Pursuit,3,Moldova
Leopold,Turner,15,Male,3.3,Hasbro Family Game Night,4,United States
Stefan,Edwards,15,Male,4.0,Powerdrome,4,China
Roman,Gonzalez,15,Male,3.9,Battlefield V,5,Portugal
Valentin,Ramirez,14,Male,4.0,Tiger Woods PGA Tour 2004,4,Switzerland
Daisy,Rivera,13,Female,3.2,Madden NFL '96,3,Cyprus
Tara,Brown,13,Female,3.7,Madden NFL 2004,4,Liechtenstein
Vanessa,Martinez,14,Female,3.4,Delta Force: Land Warrior,3,Norway
Louis,Cruz,16,Male,3.3,Projectyle,2,Romania
Luca,Gonzalez,15,Male,3.4,EA Sports Active,4,China
Dominik,Harris,55,Male,3.0,NBA Live 97,3,North Macedonia
Summer,Peterson,16,Female,4.0,Theme Park World,2,Russia
David,Diaz,15,Male,3.4,The Sims 4: Get to Work,3,San Marino
Maksim,Wilson,13,Male,3.5,Madden NFL 97,4,Romania
Fabian,Ramirez,35,Male,3.1,Superman Returns: Fortress of Solitude,4,China
Oscar,Baker,17,Male,3.0,NBA Street Online,4,San Marino
Leonardo,King,13,Male,3.4,FIFA Street 2,3,Austria
Vincent,Jackson,16,Male,3.0,NBA Live 09,4,Serbia
Leon,Gutierrez,12,Male,3.5,Need for Speed: Carbon,4,Sweden
Emil,Morris,18,Male,3.5,Knockout Kings 2002,3,Montenegro
Rosie,Sanchez,21,Female,3.0,DeathSpank,4,North Macedonia
Lea,Gutierrez,44,Female,3.6,Need for Speed: Hot Pursuit,3,Belarus
Emanuel,Torres,16,Male,4.0,Desert Strike: Return to the Gulf,4,Slovenia
Kevin,Morales,13,Male,4.0,Rocket Arena,4,Turkey
Jasper,Moore,17,Male,3.3,Madden NFL 2000,2,Tajikistan
Marco,Lee,39,Male,3.7,Need for Speed: Most Wanted,3,Slovenia
Sam,Flores,15,Male,3.9,Ski or Die,4,China
Angelina,Jackson,19,Female,3.7,Triple Play Baseball,4,Slovenia
Amber,Gutierrez,13,Female,3.0,Shift 2: Unleashed,3,Russia
Julian,Perez,15,Male,3.7,2006 FIFA World Cup,1,Spain
Benedikt,Green,17,Male,3.1,Pinball Construction Set,2,France
Michael,Gutierrez,13,Male,3.5,Electronic Arts Top Ten Pak,5,Serbia
Jannik,Cook,17,Male,3.1,Dan Dare: Pilot of the Future,5,Turkmenistan
Michael,Garcia,18,Male,3.0,Golden Nugget 64,3,Albania
Aaron,Bailey,17,Male,3.1,Robot Rascals,4,Lithuania
Valentin,Wright,17,Male,3.8,Battlefield Bad Company 2,3,Uzbekistan
Ethan,Campbell,15,Male,3.4,NHL Rock the Rink,3,San Marino
Marius,Ortiz,17,Male,3.8,NBA Live 07,4,Sweden
Bruno,Bailey,16,Male,3.0,X Games Pro Boarder,4,Ukraine
Vincent,Cruz,16,Male,3.5,Zany Golf,5,Belarus
Lucas,Roberts,15,Male,3.9,Apex Legends,3,Slovakia
Hugo,Scott,14,Male,4.0,Madden NFL '96,3,Belgium
Benedikt,Lopez,16,Male,3.0,The Sims 3,4,Uzbekistan
Alexander,Young,14,Male,3.1,Soviet Strike,4,North Macedonia
Julius,Jackson,45,Male,3.1,Burnout Crash!,3,Albania
Adrian,Bailey,19,Male,3.2,Tiger Woods PGA Tour 06,3,Liechtenstein
Nico,Martinez,14,Male,3.7,Bejeweled Blitz,3,Czech Republic
Andreas,Cruz,17,Male,3.9,NHL 2001,4,North Macedonia
Dominik,Thompson,19,Male,3.0,Arcticfox,4,China
Gustav,Lopez,16,Male,3.5,Zany Golf,3,Slovenia
Angelina,Hernandez,17,Female,3.0,Star Wars: The Old Republic,5,Tajikistan
Hannes,Gonzalez,18,Male,3.4,NHL 08,4,United Kingdom
Florian,Hill,13,Male,3.0,Mass Effect 2,4,China
David,Stewart,18,Male,4.0,Projectyle,4,Kyrgyzstan
Valentin,Carter,15,Male,3.4,Command & Conquer: Rivals,3,China
Ethan,Morales,14,Male,3.9,Dragon Age II,4,Sweden
Luna,Murphy,15,Female,3.0,Rugby 06,5,Kyrgyzstan
Nina,Morgan,56,Female,4.0,The Sims Medieval: Pirates and Nobles,3,United States
Nora,Roberts,44,Female,3.0,Relentless: Twinsen's Adventure,3,Sweden
Florian,Edwards,16,Male,3.1,Madden NFL Superstars,1,Switzerland
Leia,Scott,15,Female,3.5,NCAA Football 09,3,Finland
Fabio,Peterson,16,Male,3.9,Dragon Age: Origins – Awakening,4,Monaco
Julius,Adams,14,Male,3.7,FIFA 06,4,Italy
Skye,Sanchez,13,Female,3.4,Tiger Woods PGA Tour 10,5,China
Isla,Cruz,16,Female,3.0,The Sims 3,4,Turkmenistan
Benjamin,Edwards,16,Male,3.9,Ultima Underworld: The Stygian Abyss and Labyrinth of Worlds,4,Iceland
Sadie,Nguyen,55,Female,3.1,M.U.L.E.,4,Russia
Jacob,Martin,14,Male,3.5,SSX Tricky,3,Bulgaria
Sarah,Johnson,37,Female,3.3,Tiger Woods PGA Tour 2004,4,San Marino
Marvin,Taylor,15,Male,4.0,F-117 Night Storm,2,Ukraine
Juliana,Edwards,14,Female,4.0,Recoil,4,China
Jonas,Roberts,16,Male,3.6,Tiger Woods PGA Tour 12,5,Poland
Sebastian,Gutierrez,17,Male,4.0,Tiger Woods PGA Tour 2005,3,San Marino
Maksim,Reed,38,Male,4.0,Majestic: Special Edition,3,Turkmenistan
Leonard,Cook,17,Male,3.0,FIFA 12,3,China
Jacob,Rodriguez,12,Male,4.0,Need for Speed: Underground 2,5,Kyrgyzstan
Hugo,Lewis,17,Male,3.8,Dragon Age: Dreadwolf,4,Ukraine
Dominik,Cooper,14,Male,3.8,The Biggest Names the Best Games 2,1,Iceland
Anton,Reyes,14,Male,4.0,Skate,3,Liechtenstein
Nikolai,Peterson,18,Male,3.1,The Sims FreePlay,3,Kazakhstan
Jonas,Martin,17,Male,4.0,Dead Space 3,4,Liechtenstein
Elise,Edwards,16,Female,3.7,Madden NFL 98,2,San Marino
Leon,Williams,11,Male,4.0,NHL 2003,3,Russia
Rebecca,Cruz,14,Female,3.4,The Sims 3 Stuff packs,4,Russia
Nicolas,Taylor,15,Male,3.0,Harry Potter and the Deathly Hallows – Part 1,4,China
Anastasia,Jones,48,Female,3.9,The Sims 4: Dream Home Decorator,4,Croatia
Mattias,Murphy,15,Male,3.2,FIFA International Soccer,4,Malta
Violet,Morris,18,Female,4.0,Madden NFL 21,3,United States
Jonah,Allen,17,Male,3.3,FIFA 22,4,Monaco
Markus,Nelson,16,Male,3.2,Imperium,4,Sweden
Malte,Anderson,16,Male,3.9,NHL 08,3,Uzbekistan
Roman,Taylor,15,Male,3.1,The Lord of the Rings: The Battle for Middle-earth II,4,Slovakia
Lilly,Hall,14,Female,3.8,NBA Live 95,3,United States
Elias,Hall,16,Male,3.3,Play the Games Vol. 2,3,Sweden
Dylan,Williams,19,Male,3.5,Deluxe Music Construction Set,3,United States
Tim,Cooper,16,Male,3.6,Cricket 2004,2,Slovenia
Julian,Rivera,44,Male,4.0,Alternate Reality: The City,5,Portugal
Roman,Bailey,13,Male,3.0,The Sims 4: Growing Together,3,United States
Vincent,Mitchell,17,Male,3.3,The Game of Life,3,Estonia
Fabian,Murphy,17,Male,3.1,The Sims Medieval,4,Turkey
Jannik,Garcia,14,Male,3.7,Murder on the Zinderneuf,4,Moldova
Lukas,Torres,21,Male,3.3,The Bard's Tale,4,Belgium
Enzo,Stewart,19,Male,4.0,Medal of Honor: Frontline,4,Italy
Simon,King,12,Male,3.8,Battlefield 3,4,Kyrgyzstan
Florian,Cook,13,Male,3.7,Catwoman,4,Austria
Paul,Perez,17,Male,4.0,The Sims 4: Eco Lifestyle,3,Slovakia
Leonard,Cooper,13,Male,3.9,NBA Live 19,3,Switzerland
David,Anderson,14,Male,4.0,The Simpsons: Tapped Out,4,Bosnia and Herzegovina
Roman,Jones,13,Male,4.0,Harry Potter: Quidditch World Cup,3,Lithuania
Georgia,Rodriguez,15,Female,3.7,Real Racing 3,4,Uzbekistan
Leopold,Cruz,14,Male,4.0,Mutant League Hockey,4,Netherlands
Valentin,Phillips,50,Male,3.6,Space Hulk: Vengeance of the Blood Angels,3,Russia
Andreas,Taylor,17,Male,3.9,The Seven Cities of Gold,4,China
Ella,Evans,16,Female,3.9,EA FC 24,3,Portugal
Alex,Collins,18,Male,3.3,Jungle Strike,3,San Marino
Florian,Clark,17,Male,3.2,Ultimate Sim,3,China
